Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Main Image,Category,Order,Overview,Date,My role,Description Project,Timeline,Skills,Sub image,Company,Actual image,Takeaways,Conditions,Type,Tablet Image,Website Image,Additional text field
CoviCare: Designing an app to help healthcare workers during COVID,covicare-appdesign,6212f5e51b73007915f9d7e7,653ad4dee882f528b32729ea,6212f5e51b73002d40f9d82a,false,false,Thu Sep 02 2021 12:38:02 GMT+0000 (Coordinated Universal Time),Tue Mar 08 2022 09:17:52 GMT+0000 (Coordinated Universal Time),Tue Mar 08 2022 09:17:52 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621b2f46672797100445a4d8_CoviCareScreen.png,App Design,3,"As part of the Dubstech Protothon, our two person team was tasked with creating a tablet-based app to improve the hospital care system during the COVID-19 pandemic. Through the spread of the virus, healthcare practitioners face the highest risk of becoming infected as they care for affected patients. They share the common stressors: workload and emotional strain.",Fri Feb 28 2020 00:00:00 GMT+0000 (Coordinated Universal Time),Product Manager & Designer,"<h5>The problem</h5><h3>How might we simplify work processes and communication for healthcare workers?</h3><p>Due to the COVID-19 pandemic, there is a disproportionate number of healthcare practitioners taking care of record numbers of patients. Additionally, these health care workers manage the processes including check-in, intake, documentation, and communication with patients.<br></p><p>The project addresses the needs and problems of frontline workers during the pandemic. Understanding these concerns, I designed the tablet app, CoviCare, which simplifies everyday functions and reduces the amount of paperwork for workers. Features of this app are also meant to be adapted to healthcare environments post-pandemic and in crisis situations.</p><h5>Audience</h5><h3>Understanding users and their needs</h3><p>CoviCare is intended to be used by frontline health care workers including physicians, nurses, charge nurses, and medical assistants.</p><p><strong>Nurses can utilize CoviCare to:</strong></p><ul><li>Check-in new patients and assign rooms</li><li>Communicate with patients and care providers</li><li>Update and review patient notes</li><li>View current patient intake and discharge statistics</li></ul><p><strong>Doctors &amp; assistants can utilize CoviCare to:</strong></p><ul><li>Review nurse’s patient notes and directly message nurses</li></ul><p><strong>Patients can utilize CoviCare to:</strong></p><ul><li>Get in contact with caretakers for questions or updates</li><li>Register for testing and receive results</li><li>Check in and find their rooms easily<br></li></ul><h5>Research process</h5><h3>Creating a persona</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1056px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1056px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621c9919870eec80c1d053c3_ReeseWithers.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>Our team created Reese Withers, a registered nurse, to represent the frontline workers for the application. We compiled research on the responsibilities and working conditions of these workers. By creating the persona, we could design while considering user needs and pain points.</p><h5>Design Process</h5><h3>Building a style guide</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1615px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1615px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d1eb735a9145e7da7e2ed_Frame%2013.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>The style guide was developed with the goals of creating a clear visual hierarchy and incorporating task-focused design.</p><p>The colors, fonts, and scale of content guide users through the application. Specifically, the dark color scheme was chosen at the convenience of frontline workers who work long hours and may experience eye strain. This also helps minimize battery usage for tablet devices. Typography and color contrast ratios are configured for accessibility purposes.</p><p>‍<br></p><figure class=""w-richtext-figure-type-image w-richtext-align-floatleft"" style=""max-width:55%"" data-rt-type=""image"" data-rt-align=""floatleft"" data-rt-max-width=""55%""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621c9c0135a25d181de2d070_wireframe2.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><h3>Developing lo-fi wireframes</h3><p>We designed low-fidelity wireframes to create a centralized dashboard for healthcare workers. The dashboard would support workers conducting popular everyday tasks including:</p><ul><li>Checking in patients</li><li>Administering testing</li><li>Assigning rooms</li><li>Monitoring patients</li><li>Communicating with patients and colleagues</li></ul><p>The wireframe includes the simplified flow covering how each screen can be accessed through the user dashboard. Users can access all main features within ~2 clicks to simplify manual processes and the path to critical information.</p><h5>‍<br>Final Prototype</h5><h3>What does the final solution look like?</h3><p>After iterating on the initial wireframes, we settled on the finalized design for the CoviCare app. The app's dashboard layout is modular, so different features can be configured for different health care workers and medical facilities.<br></p><p>‍</p>",3 days,"Product management, UX design, User research, Wireframing, Content design",https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/62257787855d4f1ba882b376_covicarer.png,,https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621b301f1a15cc112e520007_covicarepad.png,"<h3>Entry</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2323px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2323px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d86573df7665526172fcc_Home1.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><ul><li><strong>Log In: </strong>Upon opening the app, the user is able to log in or register an account for CoviCare.</li><li>‍<strong>Dashboard:</strong> After logging in, the worker will be taken to the dashboard where they can access all key features within the application within ~2 clicks.</li></ul><h3>Check in patients</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2973px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2973px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d87f0677f0319ab50cad0_Patient%20Check-In%201.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>Patients have the option of checking in through the online portal from home to reduce unnecessary contact. This data will then be synced to the CoviCare application to reduce the amount of time when arriving at the hospitals. If the patients haven't checked in yet, healthcare workers can also use the website to check in patients.</p><ul><li><strong>Info:</strong> Patients can input check-in from home or through health care workers at the medical facility.</li><li><strong>Contacts:</strong> The form asks that patients input contact information for those exposed to COVID-19. If a patient tests positive, CoviCare will notify their contacts.&nbsp;</li></ul><h3>Administer testing</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2323px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2323px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d8711015025689ec6194a_Administering%20Tests1.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><ul><li><strong>Administer Test:</strong> Each COVID-19 test and patient is associated with its ID. After COVID testing, workers can pair the Patient ID and Test ID. This pairing allows for lab testing integration where COVID status is added to patient profiles. The manual application format also prevents invalid patient entry.</li><li><strong>Test Submitted:</strong> Screen when the test results have been submitted.</li></ul><h3>Assign rooms and reporting issues</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2323px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2323px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d870240897d0d3352f907_Assigning%20Rooms%20%26%20Reporting%20Issues%201.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><ul><li><strong>Assigning Rooms:</strong> Nurses will have the option to assign rooms to their patients on the dashboard. When patients test positive, nurses can assign patients to specific rooms or nurses.</li><li><strong>Report Issue:</strong> Healthcare workers can also report issues and problems. This feature allows them to signal for proper assistance.</li></ul><h3>Monitor patients</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2323px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2323px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d87312b14f3bf0806dd93_Monitoring%20Patients%201.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><ul><li><strong>Patient Profile:</strong> Healthcare workers can view assigned patients and their vitals. Color-coded labels indicate the patient statuses, at a glance, to workers. In addition, workers can discharge patients through their profile if they see fit.</li><li><strong>Nurse Notes:</strong> Nurses can leave notes that document significant changes in patient statuses. These notes give context to other healthcare workers assigned to the same patient.</li></ul><h3>Messages and notifications</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:2323px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""2323px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621d873cda6d1856eb0ba28d_Messaging%20%26%20Notifications%201.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><ul><li><strong>Messages:</strong> Workers can directly communicate with patients and other healthcare practitioners. The built-in messaging feature is linked to the workers' emails.</li><li><strong>Notifications:</strong> Notifications can alert healthcare workers of emergencies and changes (i.e room assignments) that affect their work.</li></ul><h5>Conclusion</h5><h3>Future iterations</h3><p>To better inform people at risk of exposure, the app could integrate publicly accessible marketing data. This can allow a more direct and efficient means of contacting individuals who may have interacted with COVID-19 patients. </p><p>In the future, this interface can be adapted to address circumstances that parallel the nature of the COVID-19 pandemic. After the pandemic, CoviCare can also be scaled and modified for general hospital use. The modularity of the tile-based dashboard will allow for customization and expandability.</p><h3>Takeaways</h3><p>CoviCare provides a modern solution for hospitals to effectively address the pandemic. Through the application, CoviCare hopes to reimagine and simplify health practitioners’ workflows. By creating the application, I hope to inspire developers to think more about the needs of practitioners when developing applications.</p><p>I worked closely with my partner for 2-3 days to design the application. This high-intensity model ultimately pushed me to learn about the shortcomings in current technology and applications within the medical field. Through this challenge, I learned to design a product that considers the needs of multiple stakeholders. These insights will be crucial as I develop products that solve problems for different stakeholders.</p>",CoviCare,Tablet,https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/62271d68c5d406fdef6d8cf1_621b301f1a15cc112e520007_covicarepad-p-500.png,,
Develop for Good: Building a content design system for volunteer matching,dfg-contentdesign,6212f5e51b73007915f9d7e7,653ad4dee882f528b32729ea,6212f5e51b73008db2f9d82c,false,false,Thu Sep 02 2021 12:41:21 GMT+0000 (Coordinated Universal Time),Wed Mar 09 2022 09:21:10 GMT+0000 (Coordinated Universal Time),Wed Mar 09 2022 09:21:10 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621aef696a610c7e6c94deba_DFG_UXContent_banner.png,UX Content Design,4,"Develop for Good (DFG) is an organization that matches volunteers, looking to gain product experience, to nonprofit organizations’ digital projects. The DFG website allows potential volunteers, mentors, and nonprofits to learn about the mission, application process, and impact created through the organization.",Tue Jun 15 2021 00:00:00 GMT+0000 (Coordinated Universal Time),Director of Content,"<h5>The problem</h5><h3>How might we distinguish the voice, tone, and communication style of DFG?</h3><p>DFG serves many different user types ranging from volunteers to nonprofit clients. This makes it difficult to maintain a consistent, yet distinct voice across the website. These factors have resulted in content that lacks clarity and deters those hoping to accomplish tasks such as applying to be a volunteer or sharing a project. </p><p>The project displays the importance of content in shaping a brand's voice and user experience. I led a UX content design team to create a content design system. We developed content guidelines to maintain site content consistency and propose improvements.</p><h5>Audience</h5><h3>Understanding users and their needs</h3><p>The DFG site is a volunteer matching platforms that serves prospective volunteers, mentors, nonprofit clients, and executive board members.</p><ul><li><strong>Prospective volunteers:</strong> Student volunteers looking to sign up for a project</li><li><strong>Prospective mentors: </strong>Industry professionals interested in supporting volunteers</li><li><strong>Potential clients:</strong> Nonprofit clients proposing a project needing support</li><li><strong>Executive board:</strong> Board members who need to access information or create site content</li></ul><p>‍</p><h3>User insights</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatleft"" style=""max-width:50%"" data-rt-type=""image"" data-rt-align=""floatleft"" data-rt-max-width=""50%""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/6221f29aa7af1b3a8c9706ff_chart2.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>From an initial survey sent out to existing users, 34% of users indicated they would improve site content. In addition, site analytics showed that over 61% of users bounced when first opening the site.<br>These insights expose the shortcomings of the existing site content in connecting with the user. We also felt there was a huge opportunity to improve the user's site experience. As a result, our team felt it was necessary to continue exploring the site content and the potential issues.<br></p><h5>Research process</h5><h3>Content audit</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1071px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1071px""><a href=""https://developforgood.notion.site/49e210d26b0a4ae88ebf0314a9d44f03?v=867124aa6eec4e23a0c8f129b5eb9b2d"" target=""_blank""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621dd30544481391b54efe1c_Audit1.png"" width=""auto"" height=""auto"" loading=""lazy""></div></a><figcaption><a href=""https://developforgood.notion.site/49e210d26b0a4ae88ebf0314a9d44f03?v=867124aa6eec4e23a0c8f129b5eb9b2d"" target=""_blank"">View full audit</a></figcaption></figure><p>We conducted a content audit of the DFG site which included team members going through the site, from page to page, and collecting website assets. Our team documented details including the content, screenshots, location, comments, and proposed revisions. This helped us understand the current state of the site content, identify common issues, and propose improvements.</p><p><strong>Issues</strong></p><ul><li><strong>Inconsistencies: </strong>Lack of standardization across<strong> </strong>naming, casing, punctuation, numerals, voice, and tone</li><li><strong>Brevity: </strong>Content sections that aren’t concise or helpful for the user</li><li><strong>Clashing Design: </strong>Design and content clashes including visual contrast and awkward formatting</li><li><strong>Content Prioritization:</strong> Content doesn’t prioritize the most relevant context for a page or action</li><li><strong>Visual Hierarchy:</strong> Info and site elements aren't arranged in order of importance to the eye</li><li><strong>Accessibility:</strong> Content isn't accessible to users both in comprehension or visually</li></ul><h3>Competitive analysis</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1109px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1109px""><a href=""https://developforgood.notion.site/46897652475c4d6995777f07ab308fca?v=4e660cbf7431435ab1f3300a5ed20906"" target=""_blank""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621dc1ef32b626d409b6a1c0_Competitor%20Chart%20(1).png"" width=""auto"" height=""auto"" loading=""lazy""></div></a><figcaption><a href=""https://developforgood.notion.site/46897652475c4d6995777f07ab308fca?v=4e660cbf7431435ab1f3300a5ed20906"" target=""_blank"">View full analysis</a></figcaption></figure><p>The team identified DFG competitors and their content strategy relative to DFG. We explored competitors' sites and noted the voice, tones, and content style. With the DFG audit as a reference, we assessed the strengths and weaknesses of competitor site content. These insights helped us develop our content guidelines and content revisions.</p><p><strong>Strengths</strong><br></p><ul><li><strong>Navigability</strong>: Site is easy to explore and perform intended actions</li><li><strong>User journey:</strong>&nbsp;Organization accounts for different user types and their goals</li><li><strong>Guidance:</strong> Proper information and support to accomplish a task</li><li><strong>Value propositions:</strong> Content accounts for why the user should choose a service or get involved</li><li><strong>Assets:</strong>&nbsp;Multimedia assets and content enhance site narrative </li><li><strong>Consistency:</strong>&nbsp;Content format and messaging is maintained throughout the site<br></li></ul><p><strong>Weaknesses</strong><br></p><ul><li><strong>Brand voice:&nbsp;</strong>Voice and tone isn't consistent across different pages</li><li><strong>Redundancy:</strong>&nbsp;Content includes repetitive content or messaging</li><li><strong>Cognitive load:&nbsp;</strong>Amount of content is overwhelming or confusing</li><li><strong>Narrative:&nbsp;</strong>Site content lacks a compelling story that draws users in</li><li><strong>Call to action:&nbsp;</strong>Next steps or actions aren't intuitive throughout the site</li><li><strong>Formatting:&nbsp;</strong>Content isn't organized in a way that is accessible</li></ul><h3>Voice and tone mapping</h3><figure class=""w-richtext-figure-type-image w-richtext-align-fullwidth"" style=""max-width:1736px"" data-rt-type=""image"" data-rt-align=""fullwidth"" data-rt-max-width=""1736px""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621dd6acdfba7f0ec782ebea_Tone%20%26%20Voice%20Activity.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>In order to understand DFG's current voice and tone, I led a mapping activity where we answered 3 questions:&nbsp;</p><ul><li>What is the&nbsp;<strong>current voice</strong>&nbsp;of Develop for Good?</li><li>What&nbsp;<strong>different tones</strong>&nbsp;should we have? When should these tones exist?</li><li><strong>How can we improve</strong>&nbsp;our existing voice and tone through our content?</li></ul><p><strong>Key takeaways</strong></p><ul><li>Our current voice comes across as <strong>professional, positive, and straightforward</strong></li><li>Our tone shifts from <strong>supportive</strong> (eg. when someone is rejected) to <strong>educational</strong> (eg. when describing DfG’s impact) to <strong>helpful</strong> (eg. recommending next steps)</li><li>In order to improve our existing voice and tone, we need to be consistent with our communication</li></ul><h5>Style guide</h5><h3>Building a content design system</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatright"" style=""max-width:60%"" data-rt-type=""image"" data-rt-align=""floatright"" data-rt-max-width=""60%""><a href=""https://developforgood.notion.site/DFG-Style-Guide-aca495d1e3914836b59d2e37f41ea684"" target=""_blank""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/6222fe96ede3d7862b590891_Group%20258.png"" width=""auto"" height=""auto"" loading=""lazy""></div></a><figcaption><a href=""https://developforgood.notion.site/DFG-Style-Guide-aca495d1e3914836b59d2e37f41ea684"">View full style guide</a></figcaption></figure><p>The DFG style guide ensures content contributors create clear and cohesive content that maintains brand consistency. It contains comprehensive guideline rules expressing content should look, sound, and feel. These guidelines are categorized as follows:</p><ul><li>Voice &amp; Tone</li><li>Accessibility</li><li>Writing about People</li><li>Writing for Projects</li><li>Components</li><li>External Communications</li></ul><h3>Voice</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatleft"" data-rt-type=""image"" data-rt-align=""floatleft""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/62229ed2c1b8aff7ba37aa16_dfgvoice.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>Voice is the personality of a brand or product. Our team defined DFG's <strong>voice </strong>as <strong>professional</strong>, <strong>positive</strong>, and <strong>straightforward </strong>to maintain across all mediums. This choice intends to get the audience involved in our mission of using technology to make the world a better place.</p><h3>Accessibility</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatright"" data-rt-type=""image"" data-rt-align=""floatright""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/62229ee515ed860b5cd0e84f_dfgaccess.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>Accessibility in content directly affects how users experience our site. We created guidelines ensuring how content is written and formatted is inclusive for users of all types. In the example, we specified<strong> avoiding directional language</strong> as this requires visual cues from users to understand.</p><h3>Buttons</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatleft"" data-rt-type=""image"" data-rt-align=""floatleft""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/62229eedca9a23733cfb04a9_dfgbuttons.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>Buttons are visual and textual interface elements that allow users to take action in a tap. These buttons contain a call-to-action that prompts users to accomplish a task. Our team created guidelines and proposed suggestions to make the<strong> </strong>content <strong>consistent</strong>, <strong>reflective of the intended action</strong>, and<strong> concise</strong>.</p><h5>Site improvement</h5><h3>Implementing changes</h3><p>Through conducting research and creating the style guide, our team determined site areas where content could be optimized. This section focuses on <strong>headers</strong>, <strong>buttons</strong>, and the <strong>application flow</strong>.</p><h3>Headers</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatright"" style=""max-width:30%"" data-rt-type=""image"" data-rt-align=""floatright"" data-rt-max-width=""30%""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/6222ae57ba8868af0c8cc30c_buttonsbeforeafter.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p>‍<strong>Issues</strong></p><ul><li>Headers are too long and not scannable</li><li>Wording is vague or confusing</li><li>Use of past tense as opposed to present tense</li><li>Content doesn't directly appeal to users</li></ul><p><strong>Improvements</strong></p><ul><li>Use of present tense to show efforts are continuing actively</li><li>Replacing phrases that can be confusing or shortened</li><li>Removing adjectives that overly complicate the content</li><li>Tone of headers is more aspirational which aligns with DfG's voice</li></ul><h3>Buttons</h3><figure class=""w-richtext-figure-type-image w-richtext-align-floatleft"" style=""max-width:30%"" data-rt-type=""image"" data-rt-align=""floatleft"" data-rt-max-width=""30%""><div><img src=""https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/6222b343192f2f9a4d8928c2_headersbeforeafter.png"" width=""auto"" height=""auto"" loading=""lazy""></div></figure><p><strong>Issues</strong></p><ul><li>Phrasing isn't action oriented</li><li>Verb tenses aren't consistent</li><li>Casing isn't maintained</li><li>Buttons are too long</li></ul><p><strong>Improvements</strong></p><ul><li>Button content drives user action </li><li>Sentence casing is maintained</li><li>Tenses are consistent</li><li>Content shortened when possible</li></ul><h3>Application flow</h3><p>A primary goal at DFG is for prospective volunteers and mentors to get involved. To get started, users go through an application process to input their information, experience, interests, and reasons for applying. We collaborated with the UX design team to develop an application flow. The team wanted to ensure the UI content reflected our style guide in the following ways:</p><ul><li><strong>Headings</strong>: Concise and consistent format</li><li><strong>Field labels</strong>: Describes to the user the information to provide</li><li><strong>Descriptions</strong>: Proper guidance and information when necessary</li><li><strong>Buttons</strong>: Call-to-action content aligns with the following screen</li><li><strong>Flow</strong>: A step-by-by step format that doesn't overwhelm users</li></ul>",4 months,"Product management, UX writing, User research, Wireframing",https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/6225771df8116a947c2a17cc_DFG1%20(1).png,,https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621b2fffa640f73f54854864_DFGSiteScreen.png,"<h5>Conclusion</h5><h3>Next steps</h3><p>Following the implementation of proposed changes, there should be continued auditing of the existing site. The site contains many content blurbs that are confusing, long, and repetitive. These are all missed opportunities to market DFG and get users interested in the services offered. There should also be more research into DFG users' expectations and needs. A future content team can use these insights to prioritize content and pages as well as develop the site map.</p><h3>Takeaways</h3><p>The style guide has become a source that DFG board members refer to when creating content for the website and external communications. Additionally, with the launch of the UX content design initiative, UX content designers utilize the guidelines as a framework when developing content for nonprofit clients.</p><p>Through the process, I discovered the importance of different perspectives and collaboration. Every team member participated in brainstorms and research that shaped DFG's voice and content standards. Research also empowered me to find creative ways to describe DFG and appeal to users. These findings helped the team conclude how we wanted the content to look and feel. I hope to apply this experience when leading a team and redefining work processes.</p>",DFG,Website,,https://uploads-ssl.webflow.com/6212f5e51b730032bbf9d7e8/621b2fffa640f73f54854864_DFGSiteScreen.png,
